         685164 function calls (671689 primitive calls) in 0.511 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 line.py:1844(Line2D)
        1    0.000    0.000    0.000    0.000 line.py:2022(Ray2D)
        1    0.000    0.000    0.000    0.000 line.py:2225(Segment2D)
        1    0.000    0.000    0.000    0.000 line.py:2296(LinearEntity3D)
        1    0.000    0.000    0.000    0.000 line.py:2372(Line3D)
        1    0.000    0.000    0.000    0.000 line.py:2474(Ray3D)
        1    0.000    0.000    0.000    0.000 line.py:2641(Segment3D)
        1    0.000    0.000    0.000    0.000 line.py:45(LinearEntity)
       66    0.000    0.000    0.000    0.000 linecache.py:147(lazycache)
       66    0.000    0.000    0.002    0.000 linecache.py:15(getline)
       66    0.000    0.000    0.002    0.000 linecache.py:37(getlines)
       22    0.000    0.000    0.000    0.000 linecache.py:53(checkcache)
        1    0.000    0.000    0.002    0.002 linecache.py:6(<module>)
        1    0.000    0.000    0.002    0.002 linecache.py:82(updatecache)
        1    0.000    0.000    0.000    0.000 lines.py:1348(VertexSelector)
        1    0.000    0.000    0.000    0.000 lines.py:208(Line2D)
        1    0.000    0.000    0.005    0.005 lines.py:4(<module>)
        1    0.000    0.000    0.001    0.001 loader.py:1(<module>)
        1    0.000    0.000    0.000    0.000 loader.py:23(_FailedTest)
        1    0.000    0.000    0.000    0.000 loader.py:66(TestLoader)
        1    0.000    0.000    0.000    0.000 loader.py:77(__init__)
       27    0.000    0.000    0.000    0.000 locale.py:647(getpreferredencoding)
        1    0.000    0.000    0.000    0.000 lock.py:1(<module>)
        1    0.000    0.000    0.000    0.000 logic.py:192(Logic)
     3260    0.001    0.000    0.001    0.000 logic.py:197(__new__)
19204/19043    0.006    0.000    0.007    0.000 logic.py:205(__hash__)
3384/3341    0.001    0.000    0.001    0.000 logic.py:208(__eq__)
       54    0.000    0.000    0.000    0.000 logic.py:239(fromstring)
        1    0.000    0.000    0.000    0.000 logic.py:290(AndOr_Base)
      105    0.000    0.000    0.002    0.000 logic.py:292(__new__)
      105    0.000    0.000    0.000    0.000 logic.py:314(flatten)
        1    0.000    0.000    0.000    0.000 logic.py:335(And)
       12    0.000    0.000    0.000    0.000 logic.py:338(_eval_propagate_not)
       12    0.000    0.000    0.000    0.000 logic.py:340(<listcomp>)
        1    0.000    0.000    0.000    0.000 logic.py:363(Or)
        1    0.000    0.000    0.000    0.000 logic.py:371(Not)
7585/7537    0.003    0.000    0.005    0.000 logic.py:373(__new__)
      288    0.000    0.000    0.000    0.000 logic.py:390(arg)
        1    0.000    0.000    0.000    0.000 logic.py:8(<module>)
       50    0.000    0.000    0.000    0.000 logic.py:89(fuzzy_bool)
        1    0.000    0.000    0.000    0.000 lzma.py:9(<module>)
        1    0.000    0.000    0.000    0.000 machar.py:17(MachAr)
        1    0.000    0.000    0.000    0.000 machar.py:7(<module>)
        1    0.000    0.000    0.000    0.000 magic.py:1(<module>)
        1    0.000    0.000    0.003    0.003 main.py:1(<module>)
        1    0.000    0.000    0.000    0.000 main.py:55(TestProgram)
        1    0.000    0.000    0.002    0.002 manualintegrate.py:18(<module>)
        4    0.000    0.000    0.000    0.000 manualintegrate.py:203(rewriter)
       30    0.000    0.000    0.002    0.000 manualintegrate.py:36(Rule)
        8    0.000    0.000    0.000    0.000 manualintegrate.py:686(uncurry)
        8    0.000    0.000    0.000    0.000 manualintegrate.py:691(trig_rewriter)
       30    0.000    0.000    0.000    0.000 manualintegrate.py:81(evaluates)
       30    0.000    0.000    0.000    0.000 manualintegrate.py:82(_evaluates)
        1    0.000    0.000    0.000    0.000 markers.py:146(<module>)
        1    0.000    0.000    0.000    0.000 markers.py:165(MarkerStyle)
        1    0.000    0.000    0.000    0.000 matadd.py:1(<module>)
        1    0.000    0.000    0.000    0.000 matadd.py:16(MatAdd)
        1    0.000    0.000    0.002    0.002 matexpr.py:1(<module>)
       13    0.000    0.000    0.000    0.000 matexpr.py:17(_sympifyit)
       13    0.000    0.000    0.000    0.000 matexpr.py:19(deco)
        1    0.000    0.000    0.000    0.000 matexpr.py:33(MatrixExpr)
        1    0.000    0.000    0.000    0.000 matexpr.py:594(MatrixElement)
        1    0.000    0.000    0.000    0.000 matexpr.py:647(MatrixSymbol)
        1    0.000    0.000    0.000    0.000 matexpr.py:706(Identity)
        1    0.000    0.000    0.000    0.000 matexpr.py:757(ZeroMatrix)
       15    0.000    0.000    0.000    0.000 math2.py:27(_mathfun_real)
        4    0.000    0.000    0.000    0.000 math2.py:42(_mathfun)
        2    0.000    0.000    0.000    0.000 math2.py:53(_mathfun_n)
        1    0.000    0.000    0.000    0.000 math2.py:6(<module>)
        1    0.000    0.000    0.000    0.000 mathematica.py:3(<module>)
        1    0.000    0.000    0.000    0.000 mathematica.py:38(MCodePrinter)
        1    0.000    0.000    0.000    0.000 mathieu_functions.py:12(MathieuBase)
        1    0.000    0.000    0.000    0.000 mathieu_functions.py:140(mathieusprime)
        1    0.000    0.000    0.000    0.000 mathieu_functions.py:197(mathieucprime)
        1    0.000    0.000    0.001    0.001 mathieu_functions.py:2(<module>)
        1    0.000    0.000    0.000    0.000 mathieu_functions.py:26(mathieus)
        1    0.000    0.000    0.000    0.000 mathieu_functions.py:83(mathieuc)
        1    0.000    0.000    0.000    0.000 mathml.py:108(MathMLContentPrinter)
        1    0.000    0.000    0.000    0.000 mathml.py:16(MathMLPrinterBase)
        1    0.000    0.000    0.000    0.000 mathml.py:3(<module>)
        1    0.000    0.000    0.000    0.000 mathml.py:462(MathMLPresentationPrinter)
        1    0.000    0.000    0.000    0.000 mathtext.py:1053(StixSansFonts)
        1    0.000    0.000    0.000    0.000 mathtext.py:1060(StandardPsFonts)
        1    0.000    0.000    0.000    0.000 mathtext.py:1244(FontConstantsBase)
        1    0.000    0.000    0.000    0.000 mathtext.py:1280(ComputerModernFontConstants)
        1    0.000    0.000    0.000    0.000 mathtext.py:1291(STIXFontConstants)
        1    0.000    0.000    0.000    0.000 mathtext.py:1300(STIXSansFontConstants)
        1    0.000    0.000    0.000    0.000 mathtext.py:1307(DejaVuSerifFontConstants)
        1    0.000    0.000    0.000    0.000 mathtext.py:1311(DejaVuSansFontConstants)
        1    0.000    0.000    0.000    0.000 mathtext.py:1352(MathTextWarning)
        1    0.000    0.000    0.000    0.000 mathtext.py:1355(Node)
        1    0.000    0.000    0.000    0.000 mathtext.py:137(MathtextBackendAgg)
        1    0.000    0.000    0.000    0.000 mathtext.py:1385(Box)
        1    0.000    0.000    0.000    0.000 mathtext.py:1411(Vbox)
        1    0.000    0.000    0.000    0.000 mathtext.py:1418(Hbox)
        1    0.000    0.000    0.000    0.000 mathtext.py:1425(Char)
        1    0.000    0.000    0.000    0.000 mathtext.py:1503(Accent)
        1    0.000    0.000    0.000    0.000 mathtext.py:1532(List)
        1    0.000    0.000    0.000    0.000 mathtext.py:1594(Hlist)
        1    0.000    0.000    0.004    0.004 mathtext.py:16(<module>)
        1    0.000    0.000    0.000    0.000 mathtext.py:1705(Vlist)
        1    0.000    0.000    0.000    0.000 mathtext.py:1779(Rule)
        1    0.000    0.000    0.000    0.000 mathtext.py:1796(Hrule)
        1    0.000    0.000    0.000    0.000 mathtext.py:1807(Vrule)
        1    0.000    0.000    0.000    0.000 mathtext.py:1816(Glue)
        1    0.000    0.000    0.000    0.000 mathtext.py:1849(GlueSpec)
        8    0.000    0.000    0.000    0.000 mathtext.py:1853(__init__)
        1    0.000    0.000    0.000    0.000 mathtext.py:1885(Fil)
        1    0.000    0.000    0.000    0.000 mathtext.py:1889(Fill)
        1    0.000    0.000    0.000    0.000 mathtext.py:1893(Filll)
        1    0.000    0.000    0.000    0.000 mathtext.py:1897(NegFil)
        1    0.000    0.000    0.000    0.000 mathtext.py:1901(NegFill)
        1    0.000    0.000    0.000    0.000 mathtext.py:1905(NegFilll)
        1    0.000    0.000    0.000    0.000 mathtext.py:1909(SsGlue)
        1    0.000    0.000    0.000    0.000 mathtext.py:1913(HCentered)
        1    0.000    0.000    0.000    0.000 mathtext.py:1922(VCentered)
        1    0.000    0.000    0.000    0.000 mathtext.py:1930(Kern)
        1    0.000    0.000    0.000    0.000 mathtext.py:1959(SubSuperCluster)
        1    0.000    0.000    0.000    0.000 mathtext.py:1973(AutoHeightChar)
        1    0.000    0.000    0.000    0.000 mathtext.py:2010(AutoWidthChar)
        1    0.000    0.000    0.000    0.000 mathtext.py:2037(Ship)
        1    0.000    0.000    0.000    0.000 mathtext.py:211(MathtextBackendBitmap)
        1    0.000    0.000    0.000    0.000 mathtext.py:217(MathtextBackendPs)
        1    0.000    0.000    0.003    0.003 mathtext.py:2202(Parser)
        1    0.000    0.000    0.000    0.000 mathtext.py:2523(State)
        1    0.000    0.000    0.000    0.000 mathtext.py:257(MathtextBackendPdf)
        1    0.000    0.000    0.003    0.003 mathtext.py:2738(<lambda>)
        1    0.000    0.000    0.003    0.003 mathtext.py:2738(<listcomp>)
    10774    0.001    0.000    0.002    0.000 mathtext.py:2739(<genexpr>)
        1    0.000    0.000    0.000    0.000 mathtext.py:285(MathtextBackendSvg)
        1    0.000    0.000    0.000    0.000 mathtext.py:314(MathtextBackendPath)
        1    0.000    0.000    0.000    0.000 mathtext.py:3204(MathTextParser)
        1    0.000    0.000    0.000    0.000 mathtext.py:3227(__init__)
        1    0.000    0.000    0.000    0.000 mathtext.py:342(MathtextBackendCairo)
        1    0.000    0.000    0.000    0.000 mathtext.py:370(Fonts)
        1    0.000    0.000    0.000    0.000 mathtext.py:529(TruetypeFonts)
        1    0.000    0.000    0.000    0.000 mathtext.py:634(BakomaFonts)
        1    0.000    0.000    0.000    0.000 mathtext.py:746(UnicodeFonts)
        1    0.000    0.000    0.000    0.000 mathtext.py:83(MathtextBackend)
        1    0.000    0.000    0.000    0.000 mathtext.py:861(DejaVuFonts)
        1    0.000    0.000    0.000    0.000 mathtext.py:904(DejaVuSerifFonts)
        1    0.000    0.000    0.000    0.000 mathtext.py:919(DejaVuSansFonts)
        1    0.000    0.000    0.000    0.000 mathtext.py:934(StixFonts)
        1    0.000    0.000    0.000    0.000 matmul.py:1(<module>)
        1    0.000    0.000    0.000    0.000 matmul.py:15(MatMul)
        1    0.000    0.000    0.000    0.000 matpow.py:1(<module>)
        1    0.000    0.000    0.000    0.000 matpow.py:10(MatPow)
        2    0.000    0.000    0.001    0.001 matrices.py:1(<module>)
        1    0.000    0.000    0.000    0.000 matrices.py:1026(MatrixEigen)
        1    0.000    0.000    0.000    0.000 matrices.py:1595(MatrixCalculus)
        1    0.000    0.000    0.000    0.000 matrices.py:1746(MatrixDeprecated)
        1    0.000    0.000    0.000    0.000 matrices.py:1929(MatrixBase)
        1    0.000    0.000    0.000    0.000 matrices.py:478(MatrixReductions)
        1    0.000    0.000    0.000    0.000 matrices.py:50(DeferredVector)
        1    0.000    0.000    0.000    0.000 matrices.py:735(MatrixMethods)
        3    0.000    0.000    0.000    0.000 matrices.py:737(__init__)
        1    0.000    0.000    0.000    0.000 matrices.py:8(_matrix)
        1    0.000    0.000    0.000    0.000 matrices.py:81(MatrixDeterminant)
        1    0.000    0.000    0.000    0.000 matrices.py:899(MatrixSubspaces)
        1    0.000    0.000    0.000    0.000 meijerint.py:27(<module>)
        1    0.000    0.000    0.000    0.000 meijerint.py:302(_CoeffExpValueError)
        1    0.000    0.000    0.000    0.000 memmap.py:1(<module>)
        1    0.000    0.000    0.000    0.000 memmap.py:20(memmap)
        1    0.000    0.000    0.000    0.000 memoization.py:1(<module>)
        6    0.000    0.000    0.000    0.000 memoization.py:15(decorator)
        6    0.000    0.000    0.000    0.000 memoization.py:7(recurrence_memo)
        1    0.000    0.000    0.000    0.000 message.py:105(Message)
        1    0.000    0.000    0.000    0.000 message.py:1159(EmailMessage)
        1    0.000    0.000    0.001    0.001 message.py:5(<module>)
        1    0.000    0.000    0.000    0.000 message.py:945(MIMEPart)
        1    0.000    0.000    0.000    0.000 messagebox.py:25(<module>)
        1    0.000    0.000    0.000    0.000 messagebox.py:57(Message)
        1    0.000    0.000    0.000    0.000 misc.py:1(<module>)
        6    0.000    0.000    0.000    0.000 misc.py:117(debug_decorator)
        1    0.000    0.000    0.000    0.000 misc.py:14(Undecidable)
        1    0.000    0.000    0.001    0.001 miscellaneous.py:1(<module>)
        1    0.000    0.000    0.000    0.000 miscellaneous.py:340(MinMaxBase)
        1    0.000    0.000    0.000    0.000 miscellaneous.py:35(IdentityFunction)
        1    0.000    0.000    0.000    0.000 miscellaneous.py:49(__new__)
        1    0.000    0.000    0.000    0.000 miscellaneous.py:645(Max)
        1    0.000    0.000    0.000    0.000 miscellaneous.py:765(Min)
        1    0.000    0.000    0.000    0.000 mixins.py:1(<module>)
       19    0.000    0.000    0.000    0.000 mixins.py:20(_binary_method)
       13    0.000    0.000    0.000    0.000 mixins.py:30(_reflected_binary_method)
       12    0.000    0.000    0.000    0.000 mixins.py:40(_inplace_binary_method)
       12    0.000    0.000    0.000    0.000 mixins.py:48(_numeric_methods)
        4    0.000    0.000    0.000    0.000 mixins.py:55(_unary_method)
        1    0.000    0.000    0.000    0.000 mixins.py:63(NDArrayOperatorsMixin)
        1    0.000    0.000    0.003    0.003 mlab.py:155(<module>)
        1    0.000    0.000    0.000    0.000 mlab.py:1557(PCA)
        1    0.000    0.000    0.000    0.000 mlab.py:2943(FormatObj)
        1    0.000    0.000    0.000    0.000 mlab.py:2962(FormatString)
        1    0.000    0.000    0.000    0.000 mlab.py:2969(FormatFormatStr)
        1    0.000    0.000    0.000    0.000 mlab.py:2980(FormatFloat)
        1    0.000    0.000    0.000    0.000 mlab.py:2999(FormatInt)
        1    0.000    0.000    0.000    0.000 mlab.py:3012(FormatBool)
        1    0.000    0.000    0.000    0.000 mlab.py:3021(FormatPercent)
        1    0.000    0.000    0.000    0.000 mlab.py:3027(FormatThousands)
        1    0.000    0.000    0.000    0.000 mlab.py:3033(FormatMillions)
        1    0.000    0.000    0.000    0.000 mlab.py:3039(FormatDate)
        1    0.000    0.000    0.000    0.000 mlab.py:3057(FormatDatetime)
        1    0.000    0.000    0.000    0.000 mlab.py:3601(GaussianKDE)
        1    0.000    0.000    0.000    0.000 mod.py:1(<module>)
        1    0.000    0.000    0.000    0.000 mod.py:7(Mod)
        1    0.000    0.000    0.000    0.000 model.py:1(<module>)
        1    0.000    0.000    0.000    0.000 model.py:102(PrimitiveType)
        2    0.000    0.000    0.000    0.000 model.py:12(qualify)
        1    0.000    0.000    0.000    0.000 model.py:160(__init__)
        1    0.000    0.000    0.000    0.000 model.py:178(UnknownIntegerType)
        1    0.000    0.000    0.000    0.000 model.py:192(UnknownFloatType)
        1    0.000    0.000    0.000    0.000 model.py:204(BaseFunctionType)
        1    0.000    0.000    0.000    0.000 model.py:224(RawFunctionType)
        1    0.000    0.000    0.000    0.000 model.py:239(FunctionPtrType)
        1    0.000    0.000    0.000    0.000 model.py:25(BaseTypeByIdentity)
        1    0.000    0.000    0.000    0.000 model.py:261(PointerType)
        2    0.000    0.000    0.000    0.000 model.py:264(__init__)
        1    0.000    0.000    0.000    0.000 model.py:278(ConstPointerType)
        1    0.000    0.000    0.000    0.000 model.py:284(NamedPointerType)
        1    0.000    0.000    0.000    0.000 model.py:293(ArrayType)
        1    0.000    0.000    0.000    0.000 model.py:297(__init__)
        1    0.000    0.000    0.000    0.000 model.py:324(StructOrUnionOrEnum)
        1    0.000    0.000    0.000    0.000 model.py:341(StructOrUnion)
        1    0.000    0.000    0.000    0.000 model.py:478(StructType)
        1    0.000    0.000    0.000    0.000 model.py:482(UnionType)
        1    0.000    0.000    0.000    0.000 model.py:486(EnumType)
        1    0.000    0.000    0.000    0.000 model.py:72(BaseType)
        1    0.000    0.000    0.000    0.000 model.py:85(VoidType)
        1    0.000    0.000    0.000    0.000 model.py:88(__init__)
        1    0.000    0.000    0.000    0.000 model.py:97(BasePrimitiveType)
        1    0.000    0.000    0.000    0.000 modularinteger.py:1(<module>)
        1    0.000    0.000    0.000    0.000 modularinteger.py:13(ModularInteger)
        1    0.000    0.000    0.000    0.000 monomials.py:1(<module>)
        1    0.000    0.000    0.000    0.000 monomials.py:310(MonomialOps)
        1    0.000    0.000    0.000    0.000 monomials.py:422(Monomial)
        1    0.000    0.000    0.000    0.000 mpelements.py:1(<module>)
        1    0.000    0.000    0.000    0.000 mpelements.py:15(RealElement)
       20    0.000    0.000    0.000    0.000 mpelements.py:21(_set_mpf)
       10    0.000    0.000    0.000    0.000 mpelements.py:24(<lambda>)
        1    0.000    0.000    0.000    0.000 mpelements.py:29(ComplexElement)
        4    0.000    0.000    0.000    0.000 mpelements.py:35(_set_mpc)
        1    0.000    0.000    0.000    0.000 mpelements.py:45(MPContext)
        2    0.000    0.000    0.000    0.000 mpelements.py:48(__init__)
        2    0.000    0.000    0.000    0.000 mpelements.py:91(_make_tol)
        1    0.000    0.000    0.014    0.014 mul.py:1(<module>)
        1    0.000    0.000    0.000    0.000 mul.py:21(NC_Marker)
        1    0.000    0.000    0.000    0.000 mul.py:32(_mulsort)
        2    0.000    0.000    0.000    0.000 mul.py:380(_gather)
        1    0.000    0.000    0.000    0.000 mul.py:391(<listcomp>)
        1    0.000    0.000    0.000    0.000 mul.py:468(<listcomp>)
        1    0.000    0.000    0.000    0.000 mul.py:566(<listcomp>)
        1    0.000    0.000    0.000    0.000 mul.py:768(as_coeff_Mul)
        1    0.000    0.000    0.000    0.000 mul.py:91(Mul)
        1    0.000    0.000    0.000    0.000 mul.py:97(flatten)
        2    0.000    0.000    0.000    0.000 multidimensional.py:101(__call__)
        1    0.000    0.000    0.000    0.000 multidimensional.py:5(<module>)
        1    0.000    0.000    0.000    0.000 multidimensional.py:64(vectorize)
        2    0.000    0.000    0.000    0.000 multidimensional.py:89(__init__)
        1    0.000    0.000    0.000    0.000 multinomial.py:1(<module>)
        1    0.000    0.000    0.000    0.000 mutable_ndim_array.py:1(<module>)
        1    0.000    0.000    0.000    0.000 mutable_ndim_array.py:4(MutableNDimArray)
        1    0.000    0.000    0.000    0.000 nanfunctions.py:22(<module>)
        1    0.000    0.000    0.000    0.000 ndim_array.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ndim_array.py:428(ImmutableNDimArray)
        1    0.000    0.000    0.000    0.000 ndim_array.py:7(NDimArray)
        1    0.000    0.000    0.000    0.000 nosetester.py:115(NoseTester)
        1    0.000    0.000    0.000    0.000 nosetester.py:6(<module>)
        1    0.000    0.000    0.001    0.001 npyio.py:1(<module>)
        1    0.000    0.000    0.000    0.000 npyio.py:115(NpzFile)
        1    0.000    0.000    0.000    0.000 npyio.py:51(BagObj)
        1    0.000    0.000    0.001    0.001 ntpath.py:6(<module>)
        1    0.000    0.000    0.028    0.028 numberfields.py:1(<module>)
        1    0.000    0.000    0.000    0.000 numberfields.py:1083(IntervalPrinter)
        1    0.000    0.000    0.013    0.013 numbers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 numbers.py:1086(genocchi)
        1    0.000    0.000    0.000    0.000 numbers.py:1183(partition)
        1    0.000    0.000    0.000    0.000 numbers.py:12(Number)
        1    0.000    0.000    0.000    0.000 numbers.py:1273(_MultisetHistogram)
        1    0.000    0.000    0.000    0.000 numbers.py:130(lucas)
        1    0.000    0.000    0.000    0.000 numbers.py:1388(Rational)
        1    0.000    0.000    0.000    0.000 numbers.py:147(Real)
      8/3    0.000    0.000    0.000    0.000 numbers.py:1480(__new__)
        1    0.000    0.000    0.000    0.000 numbers.py:1577(_eval_is_zero)
        2    0.000    0.000    0.000    0.000 numbers.py:162(igcd)
        4    0.000    0.000    0.000    0.000 numbers.py:1745(__eq__)
        1    0.000    0.000    0.000    0.000 numbers.py:180(tribonacci)
        1    0.000    0.000    0.000    0.000 numbers.py:1871(as_numer_denom)
        1    0.000    0.000    0.000    0.000 numbers.py:1898(as_coeff_Mul)
        1    0.000    0.000    0.000    0.000 numbers.py:1942(int_trace)
        1    0.000    0.000    0.000    0.000 numbers.py:1966(Integer)
       95    0.000    0.000    0.000    0.000 numbers.py:2008(__new__)
        4    0.000    0.000    0.000    0.000 numbers.py:2038(__int__)
        1    0.000    0.000    0.000    0.000 numbers.py:2058(__divmod__)
        1    0.000    0.000    0.000    0.000 numbers.py:2080(__add__)
        4    0.000    0.000    0.000    0.000 numbers.py:2121(__mul__)
        1    0.000    0.000    0.000    0.000 numbers.py:2141(__mod__)
       22    0.000    0.000    0.000    0.000 numbers.py:2159(__eq__)
       15    0.000    0.000    0.000    0.000 numbers.py:2169(__gt__)
        2    0.000    0.000    0.000    0.000 numbers.py:2178(__lt__)
        2    0.000    0.000    0.000    0.000 numbers.py:2196(__le__)
      249    0.000    0.000    0.000    0.000 numbers.py:2205(__hash__)
        1    0.000    0.000    0.000    0.000 numbers.py:2346(AlgebraicNumber)
        1    0.000    0.000    0.000    0.000 numbers.py:2469(RationalConstant)
        1    0.000    0.000    0.000    0.000 numbers.py:2478(__new__)
        1    0.000    0.000    0.000    0.000 numbers.py:2482(IntegerConstant)
        3    0.000    0.000    0.000    0.000 numbers.py:2485(__new__)
        1    0.000    0.000    0.000    0.000 numbers.py:2489(Zero)
        1    0.000    0.000    0.000    0.000 numbers.py:2546(__nonzero__)
        1    0.000    0.000    0.000    0.000 numbers.py:2556(One)
        4    0.000    0.000    0.000    0.000 numbers.py:2584(__neg__)
        1    0.000    0.000    0.000    0.000 numbers.py:2603(NegativeOne)
        1    0.000    0.000    0.000    0.000 numbers.py:2664(Half)
        1    0.000    0.000    0.000    0.000 numbers.py:267(Rational)
        1    0.000    0.000    0.000    0.000 numbers.py:268(bernoulli)
        1    0.000    0.000    0.000    0.000 numbers.py:2693(Infinity)
        1    0.000    0.000    0.000    0.000 numbers.py:2739(__new__)
        3    0.000    0.000    0.000    0.000 numbers.py:2764(__sub__)
        3    0.000    0.000    0.000    0.000 numbers.py:2825(__neg__)
       15    0.000    0.000    0.000    0.000 numbers.py:2874(__hash__)
        9    0.000    0.000    0.000    0.000 numbers.py:2877(__eq__)
        3    0.000    0.000    0.000    0.000 numbers.py:2883(__lt__)
        1    0.000    0.000    0.000    0.000 numbers.py:294(Integral)
        1    0.000    0.000    0.000    0.000 numbers.py:2943(NegativeInfinity)
        1    0.000    0.000    0.000    0.000 numbers.py:2962(__new__)
        8    0.000    0.000    0.000    0.000 numbers.py:3095(__hash__)
        3    0.000    0.000    0.000    0.000 numbers.py:3098(__eq__)
        1    0.000    0.000    0.000    0.000 numbers.py:3162(NaN)
        1    0.000    0.000    0.000    0.000 numbers.py:32(Complex)
        1    0.000    0.000    0.000    0.000 numbers.py:3223(__new__)
        2    0.000    0.000    0.000    0.000 numbers.py:3263(__eq__)
        1    0.000    0.000    0.000    0.000 numbers.py:3283(ComplexInfinity)
        1    0.000    0.000    0.000    0.000 numbers.py:3321(__new__)
        1    0.000    0.000    0.000    0.000 numbers.py:3362(NumberSymbol)
        6    0.000    0.000    0.000    0.000 numbers.py:3372(__new__)
        1    0.000    0.000    0.000    0.000 numbers.py:3420(Exp1)
        1    0.000    0.000    0.000    0.000 numbers.py:3494(Pi)
        1    0.000    0.000    0.000    0.000 numbers.py:3562(GoldenRatio)
        1    0.000    0.000    0.000    0.000 numbers.py:3626(TribonacciConstant)
        1    0.000    0.000    0.000    0.000 numbers.py:3693(EulerGamma)
        1    0.000    0.000    0.000    0.000 numbers.py:3753(Catalan)
        1    0.000    0.000    0.000    0.000 numbers.py:3806(ImaginaryUnit)
        1    0.000    0.000    0.000    0.000 numbers.py:408(bell)
        1    0.000    0.000    0.000    0.000 numbers.py:49(fibonacci)
        1    0.000    0.000    0.000    0.000 numbers.py:507(Number)
        1    0.000    0.000    0.000    0.000 numbers.py:560(harmonic)
        1    0.000    0.000    0.000    0.000 numbers.py:6(<module>)
        3    0.000    0.000    0.000    0.000 numbers.py:637(class_key)
        3    0.000    0.000    0.000    0.000 numbers.py:641(sort_key)
       23    0.000    0.000    0.000    0.000 numbers.py:739(__hash__)
        1    0.000    0.000    0.000    0.000 numbers.py:787(Float)
        1    0.000    0.000    0.000    0.000 numbers.py:792(euler)
        1    0.000    0.000    0.015    0.015 numbers.py:8(<module>)
        1    0.000    0.000    0.000    0.000 numbers.py:942(catalan)
        1    0.000    0.000    0.005    0.005 numeric.py:1(<module>)
        2    0.000    0.000    0.000    0.000 numeric.py:156(ones)
       60    0.000    0.000    0.000    0.000 numeric.py:1927(isscalar)
        1    0.000    0.000    0.000    0.000 numeric.py:2171(identity)
        6    0.000    0.000    0.000    0.000 numeric.py:2491(seterr)
        6    0.000    0.000    0.000    0.000 numeric.py:2592(geterr)
        1    0.000    0.000    0.000    0.000 numeric.py:2817(_unspecified)
        1    0.000    0.000    0.000    0.000 numeric.py:2824(errstate)
        3    0.000    0.000    0.000    0.000 numeric.py:2887(__init__)
        3    0.000    0.000    0.000    0.000 numeric.py:2891(__enter__)
        3    0.000    0.000    0.000    0.000 numeric.py:2896(__exit__)
        1    0.000    0.000    0.000    0.000 numeric.py:2902(_setdef)
        4    0.000    0.000    0.000    0.000 numeric.py:2916(extend_all)
        1    0.000    0.000    0.000    0.000 numeric.py:2923(<listcomp>)
       31    0.000    0.000    0.000    0.000 numeric.py:433(asarray)
      120    0.000    0.000    0.000    0.000 numeric.py:504(asanyarray)
        1    0.000    0.000    0.000    0.000 numeric.py:83(ComplexWarning)
        1    0.000    0.000    0.000    0.000 numerictypes.py:120(<listcomp>)
       62    0.000    0.000    0.000    0.000 numerictypes.py:127(english_lower)
       40    0.000    0.000    0.000    0.000 numerictypes.py:154(english_upper)
       14    0.000    0.000    0.000    0.000 numerictypes.py:181(english_capitalize)
       23    0.000    0.000    0.000    0.000 numerictypes.py:216(_evalname)
       26    0.000    0.000    0.000    0.000 numerictypes.py:229(bitname)
        1    0.000    0.000    0.000    0.000 numerictypes.py:285(_add_types)
        1    0.000    0.000    0.000    0.000 numerictypes.py:299(_add_aliases)
        1    0.000    0.000    0.000    0.000 numerictypes.py:340(_add_integer_aliases)
        1    0.000    0.000    0.000    0.000 numerictypes.py:369(_set_up_aliases)
        1    0.000    0.000    0.000    0.000 numerictypes.py:418(_construct_char_code_lookup)
       30    0.000    0.000    0.000    0.000 numerictypes.py:432(_add_array_type)
        1    0.000    0.000    0.000    0.000 numerictypes.py:440(_set_array_types)
        1    0.000    0.000    0.000    0.000 numerictypes.py:750(_typedict)
        1    0.000    0.000    0.000    0.000 numerictypes.py:766(_construct_lookups)
        1    0.000    0.000    0.001    0.001 numerictypes.py:81(<module>)
        1    0.000    0.000    0.000    0.000 numerictypes.py:942(_register_types)
        1    0.000    0.000    0.000    0.000 octave.py:11(<module>)
        1    0.000    0.000    0.000    0.000 octave.py:62(OctaveCodePrinter)
        1    0.000    0.000    0.000    0.000 ode.py:230(<module>)
        1    0.000    0.000    0.000    0.000 odes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 odes.py:4(ODEMethods)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1214(AnchoredText)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1260(OffsetImage)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1365(AnnotationBbox)
        1    0.000    0.000    0.000    0.000 offsetbox.py:138(OffsetBox)
        1    0.000    0.000    0.007    0.007 offsetbox.py:15(<module>)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1607(DraggableBase)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1730(DraggableOffsetBox)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1758(DraggableAnnotation)
        1    0.000    0.000    0.000    0.000 offsetbox.py:273(PackerBase)
        1    0.000    0.000    0.000    0.000 offsetbox.py:317(VPacker)
        1    0.000    0.000    0.000    0.000 offsetbox.py:393(HPacker)
